ID,Condicion,M001,M002,M003,M004,M005,M006,M007,M008,M009,M010,M011,M012,M013,M014,M015,M016,M017,M018,M019,M020,M021,M022,M023,M024,M025,M026,M027,M028,M029,M030,M031,M032,M033,M034,M035,M036,M037,M038,M039,M040,M041,M042,M043,M044,M045,M046,M047,M048,M049,M050,M051,M052,M053,M054,M055,M056,M057,M058,M059,M060,M061,M062,M063,M064,M065,M066,M067,M068,M069,M070,M071,M072,M073,M074,M075,M076,M077,M078,M079,M080,M081,M082,M083,M084,M085,M086,M087,M088,M089,M090,M091,M092,M093,M094,M095,M096,M097,M098,M099,M100,M101,M102,M103,M104,M105,M106,M107,M108,M109,M110,M111,M112,M113,M114,M115,M116,M117,M118,M119,M120,M121,M122,M123,M124,M125,M126,M127,M128,M129,M130,M131,M132,M133,M134,M135,M136,M137,M138,M139,M140,M141,M142,M143,M144,M145,M146,M147,M148,M149,M150,M151,M152,M153,M154,M155,M156,M157,M158,M159,M160,M161,M162,M163,M164,M165,M166,M167,M168,M169,M170,M171,M172,M173,M174,M175,M176,M177,M178,M179,M180,M181,M182,M183,M184,M185,M186,M187,M188,M189,M190,M191,M192,M193,M194,M195,M196,M197,M198,M199,M200,M201,M202,M203,M204,M205,M206,M207,M208,M209,M210,M211,M212,M213,M214,M215,M216,M217,M218,M219,M220,M221,M222,M223,M224,M225,M226,M227,M228,M229,M230,M231,M232,M233,M234,M235,M236,M237,M238,M239,M240,M241,M242,M243,M244,M245,M246,M247,M248,M249,M250
PLT041,Infectada,6.5277,4.0371,7.908,5.2144,3.5793,5.2944,3.9045,6.9364,7.2249,3.8812,3.697,4.1378,6.2647,7.2592,8.2798,6.8612,4.2534,7.4904,5.7868,4.0132,3.9182,8.3986,7.298,5.7672,6.6038,4.0698,6.6474,6.2542,8.1592,2.803,6.0982,4.9074,8.5023,4.256,5.7453,6.8534,6.5649,5.6879,5.1518,7.9952,8.4693,9.6323,4.8671,10.271,6.7961,6.8837,7.1487,7.4147,5.248,6.3682,5.427,6.5466,5.0565,4.4094,10.9436,7.8426,6.9382,2.8461,4.0584,8.5185,3.9475,7.4401,4.2148,3.6583,6.0026,5.586,7.6816,7.7283,7.6534,4.516,6.7309,5.7447,6.805,7.2678,7.5443,3.5108,4.1686,6.3792,4.0802,9.8807,6.9642,4.1659,3.997,4.5817,4.109,4.1306,7.7234,4.8241,7.5832,6.7101,5.4199,6.3123,4.1575,4.3602,6.3402,7.6572,8.227,6.2284,5.5812,5.3029,5.3711,7.6378,3.4813,5.0662,7.9325,5.7571,5.8781,4.8585,3.3302,5.5584,10.3798,5.1862,2.9299,4.7553,7.2975,6.4481,4.8387,3.6552,7.5191,3.3441,5.8284,3.7111,5.7167,5.3769,5.4703,3.5538,6.3051,6.3697,5.1491,7.0452,4.1493,8.1472,6.813,6.5247,6.7896,10.3893,6.0225,3.4092,5.1649,6.8926,5.6391,5.0481,7.6009,4.8953,5.733,4.5528,8.2449,5.2722,3.3688,10.7255,6.9118,3.8763,4.13,6.0706,7.2257,7.8441,7.1903,6.9014,5.964,6.8134,7.6801,6.4018,2.9385,5.7892,6.7557,3.0613,4.5884,5.1074,6.9169,5.7008,4.2949,4.6289,4.2974,5.0364,4.9946,5.7257,11.2384,4.4886,3.1487,5.2786,4.3186,7.6895,6.4597,11.1404,5.2518,8.3853,3.9562,6.8643,3.0004,5.8976,7.8474,4.6103,6.6497,8.0886,7.1987,7.8493,5.3289,5.85,3.627,4.9877,5.9312,4.7205,5.3436,5.3619,3.8468,6.5174,2.8868,6.3972,5.5311,4.8513,3.7555,6.2344,3.1053,4.6463,9.5405,8.006,2.3427,6.4401,6.5267,7.6039,6.4118,4.7176,5.2017,6.1134,6.8489,9.9498,3.8993,4.3894,7.0113,10.3583,3.798,4.3266,3.648,7.293,5.0987,5.2691,10.1506,3.8171,4.5606,6.4063,6.9714,7.7927,7.2255,3.7114,7.8573,5.1824,7.335,4.0033,7.8118,3.5944
PLT042,Infectada,6.2998,4.261,8.2556,4.5585,3.3504,5.6642,3.0092,7.227,8.0377,4.0551,3.5241,4.7494,7.4829,7.4489,7.723,7.113,3.9961,6.8282,5.4615,3.7295,2.6908,7.6384,7.7327,5.2417,6.1523,4.7267,6.6579,6.2439,8.5089,2.846,6.7145,4.8895,7.2462,5.1316,5.707,7.6146,6.589,4.427,5.4101,7.6748,9.5598,10.4686,4.4589,11.2618,7.5635,6.9897,7.5492,6.986,4.8135,6.7966,6.4078,5.8489,6.1464,3.9082,9.8628,7.4014,6.3539,2.7189,3.2787,9.9767,4.3155,7.9577,4.3256,3.9659,7.2535,5.1706,8.0167,7.1939,7.9504,3.9304,5.5128,5.7935,6.3015,7.4499,6.7784,3.0995,3.8909,6.6252,3.7412,9.8665,7.9273,4.5919,3.7087,4.4988,4.7075,4.0699,7.3067,3.9897,7.5298,7.2229,6.7541,5.6316,3.9325,4.916,5.8982,7.7033,10.2152,5.5895,5.004,6.1393,5.053,7.189,4.3859,4.6569,7.4491,5.7657,5.6358,4.9403,3.7271,5.493,11.0518,4.3478,2.7771,4.2908,6.5343,6.5807,5.599,3.7619,8.3259,3.2013,5.9309,4.1671,6.7637,5.9141,6.3153,3.7873,6.7702,6.4881,5.6118,7.9527,3.6513,8.0246,7.4925,5.4929,7.4407,9.4852,6.5592,3.4914,5.3523,6.7946,4.8491,5.8821,7.4325,4.9718,6.3674,3.9611,7.5679,4.9382,4.6212,10.9628,5.9802,4.7713,4.0638,5.4722,6.6974,8.2177,7.1168,6.7849,7.344,7.7558,8.1076,6.1894,3.3752,5.632,6.8131,3.0595,3.8004,4.9102,6.057,5.5175,4.1548,4.3271,3.7697,5.9209,4.5321,5.7112,10.3913,4.766,3.3569,5.4547,4.57,7.281,6.2213,11.9366,5.0624,8.4798,3.8376,7.2335,2.9002,5.0536,7.7734,4.9788,6.8564,8.0577,7.1105,7.8369,3.9786,5.9649,3.7356,4.9401,5.8154,3.8885,4.0141,5.8312,3.2943,6.0064,2.8468,7.431,5.3199,5.4494,4.2176,6.228,4.2628,4.2755,7.8859,8.122,2.6408,6.8754,5.5061,8.2389,5.9696,4.8522,5.774,6.346,6.2646,9.9284,3.9899,4.3349,6.7594,8.7802,3.653,5.5958,4.2801,6.5069,5.7355,5.5762,8.6308,2.8714,3.5251,6.6063,7.426,8.05,6.0904,3.5231,7.5824,5.2085,7.4417,3.1056,7.2557,3.0951
PLT043,Infectada,6.5776,3.3407,8.401,4.0665,3.2709,5.123,3.9191,6.5044,6.5635,3.5175,3.6998,4.7908,6.6662,6.7367,7.7523,7.0489,4.0067,6.1545,5.8302,4.1874,3.3746,7.3106,7.0122,5.7453,6.1451,4.0633,5.6526,5.696,9.0649,2.3662,6.4255,4.5074,8.0098,4.8547,5.4204,7.1625,6.4199,3.8206,5.2567,8.5425,8.5496,9.5518,4.8055,9.2313,7.8525,7.1506,7.3658,8.0341,4.9175,6.2855,5.7982,6.1131,5.557,4.5129,9.9072,7.0265,6.657,2.8882,3.269,8.3862,3.6693,7.2422,3.9978,3.6616,5.5459,4.9598,7.9921,6.8667,8.4265,4.0677,5.4719,5.0267,6.3735,6.5399,6.3863,3.2956,3.8565,7.0535,3.3098,9.7006,6.6659,5.3144,4.1678,5.14,4.8945,3.3421,8.1923,4.7973,7.475,7.7533,5.6353,6.1393,3.9144,4.4509,6.3003,7.7324,8.2864,5.8038,5.0689,6.2316,5.1784,7.5333,3.3238,4.7403,6.9523,5.117,5.7896,4.8969,2.9889,5.2439,10.2215,5.127,2.9468,4.2897,6.3586,6.1708,5.483,4.0423,7.9141,3.7893,6.5397,4.4438,5.832,5.5602,5.6364,3.2704,7.0696,6.8545,5.9587,8.0412,3.916,8.6345,7.0744,6.7786,7.7102,9.8445,6.6408,4.1026,5.3624,6.506,4.8827,5.6661,7.6488,4.9548,6.4579,3.9936,7.545,5.213,4.3005,9.8469,5.9442,4.7526,4.3778,5.6831,7.3999,7.9469,7.2356,7.0269,6.4718,6.2598,7.2221,6.7716,3.0146,6.0994,6.5804,4.1832,3.4079,4.6477,5.9598,5.6896,3.9802,4.2403,4.315,4.9439,5.363,5.7244,9.2118,5.7849,3.1717,4.9035,4.2797,8.3086,6.6161,9.5012,4.8677,8.6877,4.2566,7.3485,3.052,5.4649,7.6756,4.3844,7.1671,9.187,7.6862,7.0748,4.7182,5.7754,4.0215,5.5213,5.1442,4.6004,4.9087,5.2059,3.6886,6.1693,2.8952,5.7169,5.2174,5.7083,3.9684,6.5787,4.5228,4.6465,7.7536,6.8083,3.5693,7.6304,6.5882,8.1913,5.4472,4.424,5.1508,7.8439,7.0862,7.8792,3.5554,3.6072,6.8729,9.6927,4.3715,4.5569,4.9505,6.8277,5.0017,5.9498,8.0761,3.7978,3.5161,6.108,7.6365,7.9098,6.9523,4.3327,7.4375,6.2357,8.0903,3.0771,7.385,4.1412
PLT044,Infectada,6.7851,3.212,6.7833,4.8281,3.1639,5.1672,3.4904,6.8958,6.4234,4.1883,4.2422,4.7033,7.6392,7.1247,7.7132,6.2793,4.5915,6.6755,5.6178,3.2669,3.1251,7.868,6.9982,5.4493,6.4533,4.6023,6.3678,5.6015,8.378,2.6102,6.361,4.7458,7.3526,4.8288,5.6989,7.7052,6.6068,4.6759,5.1511,8.0701,8.2542,12.1481,4.4586,9.3909,6.3577,7.5378,7.4353,6.5999,5.2434,6.8031,5.8292,5.8938,6.058,4.3675,11.1149,7.6773,6.7916,3.0102,3.64,9.9541,4.3916,7.4414,4.148,3.8273,6.9076,4.8823,7.81,6.923,7.3127,3.5131,5.0075,5.1336,5.5388,6.7254,7.2465,3.0175,4.188,6.4037,3.6791,10.0363,7.496,4.5444,4.794,4.5855,4.2015,4.5644,7.9652,5.2051,7.4531,7.8238,6.5099,5.1378,4.2712,5.3039,6.5693,6.9919,9.0586,4.3175,5.5425,6.2478,5.0724,7.7004,2.9294,4.5706,7.5729,6.2457,5.5046,5.1652,3.9706,6.1038,10.1184,4.4806,3.2977,4.3035,6.8681,7.0429,5.184,4.2,7.8612,4.1031,5.9551,3.8918,6.4643,5.901,5.111,3.4898,7.3605,6.6845,5.6612,8.0452,3.8571,8.0992,7.3423,7.3971,7.7437,10.4943,5.8175,4.7009,5.7188,7.1189,5.2242,4.6136,7.8067,5.1097,6.9108,4.2128,6.7133,4.8434,3.6924,10.8512,6.5021,5.5769,4.5246,6.5775,6.5226,6.8196,7.5605,7.8814,7.5796,6.554,7.3216,5.5772,4.2035,6.7987,6.7322,3.1205,4.1073,5.1068,6.8118,6.4615,5.075,4.3294,3.4882,4.5261,4.836,5.8334,8.9139,5.232,3.0101,5.2267,4.1748,8.2486,6.4458,11.117,5.7346,7.8132,3.4639,7.426,4.3852,5.5938,7.6006,4.0497,7.7727,8.0622,7.6893,8.1901,4.4582,5.8172,3.5112,6.1713,5.5032,3.8971,4.6676,4.7192,3.5171,5.7824,3.7983,6.3681,4.8842,5.2013,3.1819,6.2039,4.3934,4.5045,8.6781,7.9506,3.5564,6.8472,6.4023,8.2363,5.0808,4.5949,6.1612,6.4253,6.7167,11.2883,3.8316,3.9851,7.2211,8.1438,3.8113,4.4533,3.9437,7.2766,5.5209,5.5266,9.3449,3.8244,3.7291,7.0791,6.9305,7.3208,7.5207,3.6923,8.01,5.9182,7.7524,3.5182,8.4202,3.9805
PLT045,Infectada,7.1681,3.4777,7.9038,4.4731,2.9341,5.4237,2.901,6.6767,7.2954,3.939,3.8292,4.1289,6.9077,7.0533,8.3035,6.651,4.101,6.2287,5.5657,3.4896,3.4885,8.5068,7.8864,5.5096,5.9948,4.5998,6.6814,5.7939,8.8334,3.0762,6.4156,4.6808,7.4952,4.7601,4.9144,6.9584,6.5898,4.217,5.4724,7.6153,7.8372,10.4053,4.8744,10.8343,6.8272,7.3802,7.7811,6.9122,5.1891,5.9149,6.3787,5.6669,5.3942,4.5455,9.6924,7.8794,6.4215,3.43,3.1953,9.7229,5.1856,7.0506,4.2648,3.7594,6.4598,4.7744,8.3396,6.6648,7.8771,4.5438,5.9662,4.8439,5.5877,7.4668,7.6897,3.2391,3.896,7.1287,3.598,10.3213,7.9721,4.7028,3.7727,4.9203,4.586,4.4652,8.2464,4.8063,7.0324,7.8428,6.0326,5.9825,3.3202,4.5167,6.0715,7.7702,9.4758,5.1045,5.6323,5.9227,5.4688,7.1939,3.9421,5.1576,7.6593,4.9297,5.6154,4.7819,3.9704,5.8256,10.2304,4.8163,2.9634,4.5102,6.2343,6.9269,5.2278,3.8835,7.7749,4.4683,6.6025,3.5879,5.6783,6.1004,5.3557,3.1892,7.0474,6.8479,5.2565,8.1677,3.0889,8.1544,7.5131,7.1805,7.8301,10.5595,6.2142,2.9263,5.0718,7.0687,5.3407,4.9417,7.7293,4.4481,8.2745,4.2046,7.6485,5.6674,3.9153,11.7928,6.1096,4.5207,5.14,6.4931,6.8965,7.6745,6.5173,7.6172,6.7294,6.6914,7.4354,6.0811,3.5981,6.0855,7.0397,3.5859,3.7494,4.7465,6.7081,5.7398,4.1415,2.741,4.339,5.5363,5.1333,5.6095,9.5847,5.2078,3.6653,5.5931,4.5493,7.7184,6.8405,11.5278,5.3255,7.5246,4.5386,6.3451,2.8299,4.8464,8.2421,5.1331,7.1463,8.683,6.7317,6.9043,4.3264,5.7407,3.3375,5.8654,5.5318,4.4153,4.7324,5.1724,3.4389,6.4493,3.2283,6.2448,4.7962,6.0418,2.9077,5.5077,3.672,4.7164,9.0665,6.6133,2.8154,6.9858,5.4948,7.7822,6.285,4.6988,5.4476,6.7227,7.1986,9.2561,3.7806,4.1225,6.7481,10.714,4.5724,5.3413,3.5932,7.6274,5.4017,5.6274,10.3162,3.7002,2.8639,6.4308,7.3498,7.3899,6.8457,3.8228,8.3154,5.3568,7.7532,2.9641,7.5815,3.4563
PLT046,Infectada,6.2587,3.7706,7.8705,4.5132,3.6228,5.2569,3.5167,7.6359,7.9382,3.7964,3.7171,4.0893,7.5683,6.7359,7.2755,7.1383,3.9639,6.3141,6.0423,3.3345,3.7409,8.2147,7.9693,5.5672,6.7585,4.7188,6.2467,5.4777,8.57,3.27,6.199,4.1453,7.0396,3.741,5.3038,6.8083,6.5272,5.0441,5.1107,8.2639,8.5521,11.1715,4.9035,10.9205,6.7798,6.4294,8.2869,7.2783,5.8105,6.5151,6.2837,6.3931,5.5514,4.4002,10.3536,7.9345,7.721,3.5639,3.4811,8.7794,4.7234,7.5827,4.2356,3.9432,6.4403,5.0101,7.6862,6.8716,7.7336,4.3067,6.3229,5.4263,7.0239,7.6655,7.5017,3.2689,4.4122,6.745,4.1267,9.6044,7.3248,4.5245,3.5803,4.9695,4.295,3.4442,7.6168,4.1525,7.6203,7.632,6.8944,5.4128,3.7323,4.6704,6.1559,7.4413,9.1058,5.1328,5.3054,6.9393,4.9461,7.9604,3.5069,5.5362,7.4173,5.3712,5.9613,4.6899,3.8892,5.3116,11.8914,5.6619,2.628,3.9159,6.6384,6.5951,4.5922,4.5604,7.7058,3.1475,6.3713,3.8487,5.0324,5.412,6.3286,3.7736,6.9114,6.2541,5.9073,7.651,4.0441,8.1019,7.7548,7.4597,8.0145,10.7992,5.9781,3.7601,5.4239,6.3693,5.1512,5.3611,8.0812,4.6824,6.9973,4.9874,7.3953,5.2268,4.1715,10.7914,6.1261,5.0282,4.4365,5.9668,6.7474,6.9145,7.0523,7.4264,6.9785,7.2506,8.3154,5.3575,3.5857,6.2228,6.6675,3.0174,3.6896,5.3776,6.6587,5.4028,4.1056,4.1344,4.0683,5.833,5.4552,5.9781,7.9736,4.3829,2.9377,5.1791,4.9049,7.4719,6.3726,11.0418,4.8397,7.7052,3.7626,7.2922,3.8218,5.9922,7.1814,4.8205,7.2159,8.0094,8.4574,7.1661,4.6584,5.755,4.5473,5.0086,5.9067,5.0554,3.6999,4.7928,3.566,6.1099,3.7294,6.222,5.3472,4.602,4.475,5.8886,3.4695,4.6861,8.4497,7.6164,2.5569,7.0517,5.9547,8.332,5.2887,4.751,5.268,6.6442,6.5753,8.9994,3.1414,4.2717,5.9974,8.0316,3.9577,4.1126,3.5576,7.1513,4.8022,5.4799,9.6078,3.9985,3.808,7.0467,7.37,7.0215,5.9651,3.4424,7.1678,5.3116,7.1585,3.3603,7.7229,3.2001
PLT047,Infectada,6.5261,4.2857,8.1773,5.7955,3.0997,4.389,3.8797,7.1509,7.2694,4.0036,3.7719,4.5268,6.7585,6.78,7.2068,7.2206,4.2913,7.0678,5.9276,4.1016,3.7635,7.4629,7.2083,5.2957,5.9378,3.9362,7.092,5.4976,8.4374,2.7401,6.886,4.5638,7.646,3.8479,5.6183,7.1142,6.4838,4.359,5.2619,8.1062,8.4328,11.5106,5.2596,9.2511,7.1379,7.4234,7.5111,6.8593,5.796,6.2927,6.8122,5.5062,5.397,3.9938,10.3153,7.5523,6.6665,2.9827,3.2062,9.0534,4.597,6.4604,3.8529,3.976,5.9908,5.8228,7.9352,6.6554,8.0692,3.6279,6.0828,5.3685,6.853,6.7701,7.0271,3.5041,3.5617,7.0123,3.7397,8.6262,7.3612,5.5582,4.1292,4.3021,4.4699,3.4249,7.7081,4.4804,7.7953,8.1403,5.7962,5.4126,3.5981,4.409,5.3651,7.3216,7.9272,6.0904,5.7281,5.7021,5.2275,7.8243,4.1067,5.6844,7.6758,5.6041,5.2233,5.488,2.723,6.2307,10.4868,5.215,3.4628,4.6184,6.9568,6.9896,5.1051,3.9683,8.0375,3.1502,6.8018,3.8951,6.4263,5.3802,5.5315,3.7584,7.1483,6.6072,5.6372,8.5819,3.8602,8.8372,7.0579,7.0584,7.4425,10.3908,5.9793,3.757,5.447,5.9878,5.2325,5.3694,7.3481,4.976,6.3252,4.273,7.7013,5.3143,3.9705,11.1801,6.9999,4.7734,4.1886,7.0945,7.0238,7.4659,7.0749,7.3936,7.332,6.465,7.2626,6.0437,3.1035,7.2347,6.472,3.502,3.4441,5.298,7.241,5.4719,3.3123,4.3449,3.8063,5.0627,5.0631,5.5051,8.6819,4.0312,3.952,5.9366,3.9123,7.2308,6.1232,11.4197,4.4918,7.7773,4.1248,8.027,3.2033,5.3616,8.2912,5.1519,7.6436,7.6088,7.8504,7.544,4.1651,5.8359,3.262,4.8037,6.2321,4.1917,4.1704,6.0615,3.8587,5.8593,3.5297,6.6692,5.091,4.7592,3.2305,6.9272,4.3732,4.8539,8.1157,7.1503,2.5206,6.5249,6.3356,8.0958,5.9386,4.3733,5.5146,7.3316,6.2904,10.2871,3.4555,4.4875,6.1912,9.9948,3.6103,4.7751,3.9827,6.805,5.2513,5.4179,9.9017,4.6512,3.1439,6.776,6.8791,7.6595,6.6269,3.4071,8.0039,6.8021,7.6541,3.3192,7.2603,4.3185
PLT048,Infectada,7.3933,3.7773,8.6007,4.5302,3.8158,4.3465,3.4418,7.5578,7.8493,3.9813,3.1957,4.8978,6.7957,6.9521,7.7899,6.4844,3.6087,6.3415,5.3921,3.8165,3.2361,7.7095,7.0901,5.2586,7.2397,4.3783,6.1749,5.6757,7.9799,2.7593,6.0035,4.7063,7.8811,5.3147,6.0145,7.6199,6.4512,4.3916,6.3526,8.9281,8.5144,11.4222,4.9481,8.9378,7.066,6.8856,7.8919,7.5671,5.1223,6.6715,6.1192,6.0435,5.3129,4.0368,10.1983,8.0661,6.8585,3.4921,3.0732,7.8971,4.4223,7.7012,3.8596,3.1138,6.8929,5.0061,7.8569,6.648,7.277,4.2382,5.2609,4.3812,6.767,7.729,6.2311,3.6127,4.628,6.9982,3.1985,9.6985,7.5252,4.0556,4.0173,3.9261,4.5499,3.7681,7.1777,4.193,7.8394,6.7879,5.7601,5.8509,3.7083,5.2656,5.9204,7.2248,9.4359,5.083,5.3684,7.3699,4.9775,7.7285,3.4214,5.2278,7.4509,4.889,5.3894,4.8768,4.0532,5.2424,10.7145,4.7747,2.5549,4.2864,6.3574,6.8804,4.6804,3.704,8.3506,3.8269,6.1398,4.1429,6.9052,5.05,6.3795,4.4042,6.4865,5.8744,5.6622,8.2444,4.4578,7.6032,7.0526,6.6717,7.4818,10.6419,6.3877,3.4958,4.9573,6.973,4.9341,5.1836,7.797,4.6833,6.4824,4.401,7.4531,4.7424,3.9913,10.3352,5.6701,3.7478,4.8488,7.0934,6.5565,8.2691,6.3901,8.3773,7.3303,6.2065,7.48,6.2388,3.7403,5.7336,6.6958,3.7827,3.3232,6.3742,6.8871,5.2009,4.3808,4.4192,4.591,6.1485,4.4677,5.6183,8.9762,4.8048,3.1095,5.9348,4.9445,7.7879,6.0948,10.71,4.8658,7.832,4.628,8.3905,3.1503,5.5535,7.7773,4.8761,7.0664,9.5867,7.6558,7.7043,5.4481,5.6487,4.3754,5.3283,5.2874,3.6872,4.3398,6.5779,3.7898,6.1511,2.5332,6.2093,5.4476,5.5996,3.7135,6.0076,4.6443,4.3033,8.6018,7.3349,3.5172,6.9342,5.6963,7.8567,5.6822,4.539,5.0776,6.7842,6.2857,9.6285,3.0705,3.522,6.6367,9.6311,3.4379,4.3249,3.9211,7.3771,4.5724,5.9325,7.7198,3.5681,3.2999,6.8181,5.91,7.9429,7.3472,4.5792,6.8103,4.9066,8.059,2.5981,7.9429,3.1214
PLT049,Infectada,6.1209,4.1633,6.6024,5.2899,2.8257,5.189,3.2159,6.4012,7.5268,4.9268,4.4666,4.1641,7.1704,6.8283,7.2593,6.8252,4.8896,7.325,5.72,3.1686,2.9601,7.9327,8.1149,5.5,7.0197,4.2798,7.0117,5.5721,8.6054,3.3704,6.5859,4.6045,7.8206,4.8542,5.6831,7.278,6.3105,3.6988,5.7658,7.5113,8.3465,9.4768,4.8801,10.1735,7.0351,7.0288,7.0077,6.7729,6.1478,6.605,5.7587,6.0825,5.1459,4.0368,11.2406,7.2446,7.0151,3.6203,4.0838,9.0601,3.8271,7.6569,3.7638,3.7439,6.0936,5.3254,7.5414,7.4349,7.5337,3.9303,6.1629,5.3657,6.2566,8.273,9.3996,2.8132,3.698,6.9738,3.696,9.3971,7.3235,4.4745,3.9764,5.1004,4.9145,4.3116,7.3079,4.6058,7.566,7.8409,7.481,5.7453,3.5709,4.5416,6.5147,7.2274,7.745,5.7293,5.9197,6.4058,5.3235,8.2485,3.8059,4.7861,7.9624,6.0699,5.3814,4.8801,2.7136,5.4158,10.3442,4.9596,3.3146,4.5752,6.2387,6.7112,5.065,3.6169,7.1856,3.8908,5.9644,4.1714,6.8003,5.2645,6.4224,3.678,6.4888,7.2318,5.6374,7.5737,3.982,8.0325,7.3123,6.7234,7.5348,10.5024,6.669,3.3954,5.6838,7.1376,5.3454,4.8502,7.4238,4.4481,8.6322,4.3897,7.2631,5.3953,4.8684,10.2267,5.661,4.997,4.187,6.3949,6.6734,8.2805,7.5471,6.9167,7.4525,7.2149,8.448,5.6712,3.1251,5.7463,7.0584,3.7011,3.6707,3.9788,6.1386,5.5841,4.3765,3.3561,4.2722,5.9946,5.058,5.1037,8.6259,5.1214,2.965,5.0162,4.5232,7.7066,6.4918,10.7741,4.6945,8.3055,4.2399,7.103,3.0816,5.1902,7.2739,4.4264,7.5725,8.1283,8.2553,9.2705,4.9613,5.4936,3.3453,4.5321,5.752,4.1263,4.6427,5.1989,3.1423,6.2176,3.226,7.235,5.2084,6.2696,3.3762,6.0859,4.4508,3.9283,8.3119,7.7022,3.3271,6.7533,5.3711,8.4301,5.9665,4.4752,6.0736,7.5611,6.4497,9.8261,4.044,3.9932,6.5989,9.9525,3.7116,4.493,3.5695,6.8028,4.8183,5.3357,10.1357,3.7206,3.6438,7.1079,7.0623,7.6948,6.8564,4.4604,7.8014,5.0891,7.9787,2.787,8.389,3.6268
PLT050,Infectada,6.2009,4.0168,6.6353,4.5917,3.9299,5.5433,3.871,7.7408,8.1758,4.0707,4.4844,4.3842,7.3412,7.2741,7.7571,6.3339,4.4233,7.2657,5.1744,3.6343,2.949,7.2401,7.5605,5.5644,6.2097,4.0768,6.6431,5.5946,8.7553,3.9869,6.9677,3.9886,7.0182,4.2294,5.5243,7.3956,7.1658,4.2183,5.7185,7.8378,8.1448,12.2545,4.4974,10.1058,6.789,6.613,7.9524,6.1046,5.2387,6.4743,5.7734,6.4176,4.7306,4.5824,11.3093,8.0975,6.1436,3.1752,3.9828,8.4831,4.3047,7.7335,4.2071,3.1421,5.8258,5.1842,7.9235,7.326,7.7452,4.5438,6.0177,4.9935,6.7466,7.3885,6.6778,2.9792,4.4263,6.8305,3.0212,10.4285,7.523,4.9422,3.9547,4.9865,4.6932,4.2418,8.1289,3.957,7.1786,7.8448,5.6454,5.5165,3.979,6.0597,6.787,7.4698,7.9236,5.8746,4.9905,5.8636,4.659,7.4146,3.0586,5.5091,7.9755,5.2691,5.2246,4.6304,3.3596,5.2523,10.9694,4.6236,3.2824,4.4615,6.073,6.49,5.4976,3.7983,7.424,3.4495,6.7287,3.9542,6.8894,4.8087,5.4993,2.8897,7.5672,7.0349,5.4074,8.4252,3.5542,8.5137,7.7202,5.9064,7.6942,10.2784,6.2999,3.8672,5.3394,7.0584,5.0965,5.3079,7.2015,5.0251,8.7598,4.3811,8.5182,5.6653,3.872,10.283,5.4802,4.5234,4.6047,5.9004,6.7782,7.9364,6.8536,7.6673,7.8677,6.7121,8.2874,5.9965,2.9791,6.5863,7.0503,4.0173,3.3836,4.9098,6.2977,5.3105,4.3931,4.9358,4.0122,5.9094,5.3585,6.2446,8.5354,5.146,3.4199,5.1495,4.0786,7.1948,6.2889,9.5331,4.9345,8.7631,4.4394,7.467,3.182,5.8655,7.7451,4.4074,7.5037,7.8122,6.865,7.0041,4.7586,5.4537,3.5398,5.2549,5.4064,4.4835,4.0981,6.0592,3.9875,6.1573,3.521,6.644,5.4564,5.6506,3.2472,5.8137,3.6631,4.8935,8.8881,7.1741,3.3784,6.6156,5.76,8.2369,6.0954,4.7264,4.8745,6.1787,6.4911,10.6117,3.7387,4.0426,6.0493,10.0951,3.8289,5.475,3.8018,7.158,5.2414,5.5416,8.5587,3.533,3.2071,7.7018,7.0676,7.3591,6.7902,3.7796,8.4663,6.8523,7.8254,2.9987,8.5574,3.507
